ue_cd,대학명,군,모집단위
161022008,한밭대,가,신소재공학과
161022009,한밭대,가,창의융합학과
161022010,한밭대,가,화학생명공학과
161022015,한밭대,나,건설환경공학과
161022016,한밭대,나,건축공학과
161022017,한밭대,나,건축학과
161022018,한밭대,나,도시공학과
161022019,한밭대,나,전기공학과
161022020,한밭대,나,전자공학과
161022021,한밭대,나,정보통신공학과
161022022,한밭대,나,컴퓨터공학과
162011002,대전대,가,패션디자인비즈니스학과
162011004,대전대,나,경영학과
162011005,대전대,가,국어국문창작학전공
162011006,대전대,가,물류통상학과
162011007,대전대,가,비즈니스영어학과
162011008,대전대,가,비즈니스일본어학과
162011009,대전대,가,비즈니스중국어학과
162011013,대전대,가,법학과
162011015,대전대,가,산업광고심리학과
162011016,대전대,가,아동교육상담학과
162011017,대전대,가,역사문화학전공
162011018,대전대,나,보건의료경영학과
162011021,대전대,가,행정학과
162011022,대전대,나,회계학과
162011039,대전대,가,경제학전공
162012019,대전대,가,빅데이터학과
162012024,대전대,가,건설안전공학과
162012025,대전대,나,건축공학과
162012029,대전대,가,생명과학전공
162012031,대전대,가,에너지신소재공학과
162012032,대전대,나,임상병리학과
162012033,대전대,가,정보통신전자공학과
162012034,대전대,가,정보보안학과
162012036,대전대,가,한의예과
162012037,대전대,가,바이오응용화학과
162012044,대전대,나,간호학과
162012045,대전대,나,물리치료학과
162012046,대전대,가,식품영양학과
162012047,대전대,나,응급구조학과(남)
162012048,대전대,나,응급구조학과(여)
162012050,대전대,나,토목공학과
162012052,대전대,가,AI융합학과
162012053,대전대,가,핀테크학과
162012054,대전대,가,디지털헬스케어학과
162021001,대전신대,다,신학과
162031008,목원대,가,영어교육과
162031010,목원대,가,공공인재학부
162031023,목원대,나,경영학과
162031024,목원대,나,금융경제학과
162031025,목원대,나,광고홍보커뮤니케이션학부
162031026,목원대,나,영어국제문화학과
162031027,목원대,나,부동산금융보험융합학과
162031028,목원대,나,마케팅빅데이터학과
162031029,목원대,나,사회복지학과
162031042,목원대,다,경찰법학과
162031044,목원대,나,무역물류학과
162031045,목원대,가,항공호텔관광경영학과
162031046,목원대,다,역사학과
162031048,목원대,다,중국어중국통상학과
162032031,목원대,가,제약공학과
162032032,목원대,나,화장품공학과
162032033,목원대,나,건축학부
162032034,목원대,나,도시공학과
162032035,목원대,나,미생물생명공학과
162032037,목원대,나,소방안전학부
162032038,목원대,나,컴퓨터공학과
162032039,목원대,나,의생명바이오공학부
162032040,목원대,나,전기전자공학과
162032041,목원대,가,로봇학과
162032051,목원대,가,정보통신공학과
162033013,목원대,나,미술교육과
162041002,배재대,가,경찰법학과
162041003,배재대,나,유아교육과
162041007,배재대,나,영어과
162041010,배재대,나,무역물류경영학과
162041012,배재대,다,기독교사회복지학과
162041014,배재대,나,호텔항공경영학과
162041015,배재대,나,일본학과
162041016,배재대,다,e-비즈니스학과
162041018,배재대,나,국어국문한국어교육학과
162041019,배재대,나,항공서비스학과
162041020,배재대,다,행정학과
162041039,배재대,다,경영학과
162041040,배재대,가,관광축제리조트경영학과
162041042,배재대,가,스페인어중남미학과
162041045,배재대,나,중국통상학과
162042020,배재대,가,AI소프트웨어공학부-모바일소프트웨어학
162042022,배재대,가,드론철도건설시스템공학과
162042025,배재대,나,AI소프트웨어공학부-정보보안학
162042028,배재대,나,신소재공학과
162042030,배재대,다,조경학과
162042031,배재대,나,의류패션학과
162042033,배재대,나,전자공학과
162042034,배재대,나,AI소프트웨어공학부-인터넷소프트웨어학
162042035,배재대,가,AI소프트웨어공학부-컴퓨터공학
162042043,배재대,나,실버보건학과
162042046,배재대,나,간호학과
162042047,배재대,다,AI소프트웨어공학부-게임공학
162042048,배재대,다,의생명과학과
162042049,배재대,다,원예산림학과
162042051,배재대,다,전기공학과
162043004,배재대,다,광고사진영상학과
162043039,배재대,가,레저스포츠학과
162043040,배재대,가,뷰티케어학과
162051001,우송대,다,글로벌호텔매니지먼트학과
162051002,우송대,다,글로벌융합비즈니스학과
162051017,우송대,다,물류시스템학과
162051019,우송대,다,사회복지학과
162051021,우송대,다,외식조리학부-외식조리경영전공
162051023,우송대,다,철도경영학과
162051024,우송대,나,호텔관광경영학과
162051030,우송대,나,보건의료경영학과
162051031,우송대,나,솔브릿지경영학부
162052001,우송대,다,글로벌조리학부-폴보퀴즈조리전공
162052002,우송대,가,철도시스템학부-철도소프트웨어전공
162052003,우송대,가,외식조리학부-외식조리전공
162052004,우송대,다,철도건설시스템학부-글로벌철도
162052005,우송대,가,간호학과
162052006,우송대,나,글로벌조리학부-글로벌조리전공
162052007,우송대,나,물리치료학과
162052008,우송대,다,소방안전학부
162052009,우송대,나,철도차량시스템학과
162052025,우송대,다,IT융합학부-IT보안전공
162052026,우송대,다,IT융합학부-컴퓨터정보보안전공
162052027,우송대,다,건축공학과
162052032,우송대,다,언어치료청각재활학과
162052033,우송대,다,외식조리영양학부
162052034,우송대,나,외식조리학부-한식조리과학전공
162052035,우송대,다,응급구조학과
162052036,우송대,나,작업치료학과
162052037,우송대,다,철도건설시스템학부-철도건설시스템
162052038,우송대,다,철도시스템학부-철도전기시스템전공
162052039,우송대,다,테크노미디어융합학부-게임멀티미디어전공
162052040,우송대,다,테크노미디어융합학부-미디어디자인영상전공
162071010,한국침례신대,다,신학부
162071011,한국침례신대,다,인문사회과학부
162071012,한국침례신대,다,유아교육과
162081001,한남대,가,빅데이터응용학과
162081002,한남대,가,사회적경제기업학과
162081006,한남대,가,경영학과
162081007,한남대,가,경제학부-경제학전공
162081008,한남대,가,경제학부-중국경제통상학전공
162081009,한남대,가,국어국문창작학과
162081010,한남대,가,기독교학과
162081011,한남대,가,무역학과
162081012,한남대,가,문헌정보학과
162081014,한남대,가,영어영문학과
162081015,한남대,가,외국어문학부-일어일문학전공
162081016,한남대,가,외국어문학부-프랑스어문학전공
162081017,한남대,가,사학과
162081018,한남대,가,상담심리학과
162081019,한남대,가,호텔항공경영학과
162081020,한남대,가,회계학과
162081027,한남대,나,교육학과
162081028,한남대,나,국어교육과
162081029,한남대,나,경영정보학과
162081030,한남대,나,린튼글로벌스쿨
162081031,한남대,나,법학부
162081032,한남대,가,사회복지학과
162081033,한남대,가,아동복지학과
162081034,한남대,나,역사교육과
162081035,한남대,나,영어교육과
162081036,한남대,나,정치언론학과
162081037,한남대,나,경찰학과
162081038,한남대,나,행정학과
162082016,한남대,가,바이오제약공학과
162082017,한남대,나,자유전공학부
162082018,한남대,나,화학공학과
162082019,한남대,나,AI융합학과
162082020,한남대,나,신소재공학과
162082021,한남대,가,간호학과
162082022,한남대,가,생명시스템과학과
162082023,한남대,가,수학과
162082024,한남대,가,식품영양학과
162082026,한남대,가,화학과
162082039,한남대,나,건축학과
162082040,한남대,나,기계공학과
162082041,한남대,나,멀티미디어공학과
162082043,한남대,나,산업경영공학과
162082044,한남대,나,수학교육과
162082045,한남대,나,전기전자공학과
162082046,한남대,나,정보통신공학과
162082047,한남대,나,토목건축공학부-건축공학전공
162082048,한남대,나,토목건축공학부-토목환경공학전공
162082050,한남대,나,컴퓨터공학과
162083004,한남대,가,의류학과
162083006,한남대,나,미디어영상학과
171011019,공주대,나,경영학과
171011020,공주대,나,경제통상학부
171011022,공주대,나,교육학과
171011023,공주대,나,국어교육과
171011024,공주대,나,독어독문학과
171011025,공주대,나,문헌정보교육과
171011026,공주대,나,법학과
171011027,공주대,나,불어불문학과
171011028,공주대,나,사학과
171011029,공주대,나,사회복지학과
171011030,공주대,나,산업유통학과(예산)
171011031,공주대,나,상업정보교육과
171011032,공주대,나,역사교육과
171011033,공주대,나,영어교육과
171011034,공주대,나,영어영문학과
171011035,공주대,나,유아교육과
171011036,공주대,나,윤리교육과
171011037,공주대,나,일반사회교육과
171011038,공주대,나,중어중문학과
171011039,공주대,나,지리교육과
171011040,공주대,나,지리학과
171011042,공주대,나,특수교육과
171011043,공주대,나,한문교육과
171011044,공주대,나,행정학과
171011045,공주대,나,관광경영학과
171011046,공주대,나,관광영어통역융복합학과
171011047,공주대,나,지역사회개발학과(예산)
171011048,공주대,나,부동산학과(예산)
171012041,공주대,나,컴퓨터공학과(천안)
171012042,공주대,나,정보통신공학과(천안)
171012043,공주대,나,지능형모빌리티공학과(천안)
171012044,공주대,나,스마트수산자원학과(천안)
171012045,공주대,나,간호학과
171012047,공주대,나,건축학부-건축학(5년제)(천안)
171012048,공주대,나,그린스마트건축공학과(천안)
171012050,공주대,나,광공학과(천안)
171012051,공주대,나,금형설계공학과(천안)
171012052,공주대,나,기계자동차공학부(천안)
171012053,공주대,나,기술가정교육과
171012054,공주대,나,동물자원학과(예산)
171012055,공주대,나,물리교육과
171012056,공주대,나,보건행정학과
171012057,공주대,나,산림과학과(예산)
171012058,공주대,나,산업디자인공학부(천안)
171012059,공주대,나,산업시스템공학과(천안)
171012060,공주대,나,생물교육과
171012062,공주대,나,수학교육과
171012063,공주대,나,식물자원학과(예산)
171012064,공주대,나,식품공학과(예산)
171012066,공주대,나,신소재공학부(천안)
171012067,공주대,나,원예학과(예산)
171012069,공주대,나,의료정보학과
171012070,공주대,나,전기전자제어공학부(천안)
171012071,공주대,나,스마트정보기술공학과(천안)
171012072,공주대,나,조경학과(예산)
171012073,공주대,나,지구과학교육과
171012074,공주대,나,소프트웨어학과(천안)
171012075,공주대,나,컴퓨터교육과
171012076,공주대,나,특수동물학과(예산)
171012077,공주대,나,화학공학부(천안)
171012078,공주대,나,화학교육과
171012079,공주대,나,환경공학과(천안)
171012080,공주대,나,환경교육과
171012081,공주대,나,국제학부
171012082,공주대,나,대기과학과
171012083,공주대,나,문화재보존과학과
171012085,공주대,나,생명과학과
171012086,공주대,나,응용수학과
171012087,공주대,나,의류상품학과
171012088,공주대,나,지질환경과학과
171012089,공주대,나,화학과
171012092,공주대,나,응급구조학과
171012093,공주대,나,사회환경공학과(천안)
171012094,공주대,나,도시융합시스템공학과(천안)
171012095,공주대,나,미래자동차공학과(천안)
171012096,공주대,나,데이터정보물리학과
171012097,공주대,나,지역건설공학과(예산)
171012098,공주대,나,스마트팜공학과(예산)
171012099,공주대,나,식품영양학과(예산)
171012100,공주대,나,외식상품학과(예산)
171012101,공주대,나,인공지능학부(천안)
171013006,공주대,나,게임디자인학과
171013016,공주대,나,영상학과
172011005,건양대,가,국방경찰행정학부(논산)
172011006,건양대,가,심리상담치료학과(논산)
172011009,건양대,다,경영학부(논산)
172011011,건양대,다,글로벌호텔관광학과(논산)
172011013,건양대,나,사회복지학과(논산)
172011014,건양대,다,금융세무학부(논산)
172011030,건양대,가,병원경영학과
172011039,건양대,나,아동교육학과(논산)
172011042,건양대,나,디지털콘텐츠학과(논산)
172011043,건양대,나,시각디자인학과(논산)
172011045,건양대,다,융합디자인학과(논산)
172012008,건양대,가,의학과
172012018,건양대,나,간호학과
172012024,건양대,나,의공학부
172012025,건양대,나,의료IT공학과
172012026,건양대,나,의료공간디자인학과
172012027,건양대,나,의료신소재학과
172012029,건양대,나,제약생명공학과
172012031,건양대,가,물리치료학과
172012032,건양대,가,방사선학과
172012033,건양대,가,안경광학과
172012034,건양대,가,임상병리학과
172012035,건양대,가,작업치료학과
172012036,건양대,가,치위생학과
172012038,건양대,나,응급구조학과
172012041,건양대,나,의약바이오학과(논산)
172012045,건양대,나,융합IT학과(논산)
172012046,건양대,나,기업소프트웨어학부(논산)
172012049,건양대,나,의료인공지능학과
172012050,건양대,나,임상의약학과(논산)
172012051,건양대,다,글로벌의료뷰티학과(논산)
172012052,건양대,나,재난안전소방학과(논산)
172012053,건양대,나,사이버보안공학과(논산)
172012054,건양대,나,기계공학과(논산)
172021050,고려대(세종),가,경제통계학부(인문)
172021051,고려대(세종),가,융합경영학부
172021053,고려대(세종),나,글로벌학부
172021059,고려대(세종),다,공공사회통일외교학부
172021060,고려대(세종),다,문화유산융합학부
172021061,고려대(세종),다,문화창의학부
172021062,고려대(세종),다,정부행정학부
172022051,고려대(세종),나,약학과
172022052,고려대(세종),가,자유공학부
172022054,고려대(세종),나,디스플레이반도체물리학부
172022055,고려대(세종),나,신소재화학과
172022056,고려대(세종),나,응용수리과학부-데이터계산과학
172022058,고려대(세종),나,전자기계융합공학과
172022064,고려대(세종),다,생명정보공학과
172022065,고려대(세종),다,식품생명공학과
172022066,고려대(세종),다,전자및정보공학과
172022067,고려대(세종),다,컴퓨터융합소프트웨어학과
172022068,고려대(세종),다,환경시스템공학과
172022069,고려대(세종),가,미래모빌리티학과
172022070,고려대(세종),가,지능형반도체공학과
172022071,고려대(세종),가,스마트도시학부
172022072,고려대(세종),나,인공지능사이버보안학과
172022073,고려대(세종),다,빅데이터사이언스학부
172031002,금강대,다,공공정책학부
172031003,금강대,다,불교인문학부
172041010,나사렛대,가,유아특수교육과
172041014,나사렛대,가,특수교육과
172041015,나사렛대,가,중등특수교육학과
172042017,나사렛대,가,간호학과
172042018,나사렛대,가,물리치료학과
172042019,나사렛대,가,응급구조학과
172042020,나사렛대,가,임상병리학과
172043002,나사렛대,가,재활스포츠학부
172044001,나사렛대,가,자율전공선택계열
172051004,남서울대,나,경영학과
172051006,남서울대,나,관광경영학과
172051007,남서울대,나,광고홍보학과
172051008,남서울대,나,유통마케팅학과
172051009,남서울대,나,글로벌무역학과
172051010,남서울대,나,영어과
172051011,남서울대,나,일어일문학과
172051012,남서울대,나,중국학과
172051013,남서울대,나,노인복지학과
172051014,남서울대,나,사회복지학과
172051015,남서울대,나,세무학과
172051016,남서울대,나,아동복지학과
172051018,남서울대,나,호텔경영학과
172051037,남서울대,나,부동산학과
172051038,남서울대,나,보건행정학과
172052018,남서울대,다,가상증강현실융합학과
172052019,남서울대,나,간호학과
172052020,남서울대,나,물리치료학과
172052022,남서울대,나,뷰티보건학과
172052023,남서울대,나,응급구조학과
172052024,남서울대,나,임상병리학과
172052025,남서울대,나,치위생학과
172052029,남서울대,다,드론공간정보공학과
172052030,남서울대,다,건축공학과
172052031,남서울대,다,건축학과
172052032,남서울대,다,멀티미디어학과
172052033,남서울대,다,빅데이터경영공학과
172052034,남서울대,다,전자공학과
172052035,남서울대,다,지능정보통신공학과
172052036,남서울대,다,컴퓨터소프트웨어학과
172061012,단국대(천안),가,아시아중동학부-몽골학전공
172061013,단국대(천안),가,보건행정학과
172061014,단국대(천안),가,유럽중남미학부-포르투갈브라질학전공
172061024,단국대(천안),나,공공정책학과
172061025,단국대(천안),나,영어과
172061026,단국대(천안),나,아시아중동학부-일본학전공
172061027,단국대(천안),나,아시아중동학부-중국학전공
172061028,단국대(천안),나,아시아중동학부-중동학전공
172061029,단국대(천안),나,환경자원경제학과
172061052,단국대(천안),다,공공정책학과(야)
172061053,단국대(천안),다,유럽중남미학부-독일학전공
172061054,단국대(천안),다,유럽중남미학부-러시아학전공
172061055,단국대(천안),다,사회복지학과
172061056,단국대(천안),다,유럽중남미학부-스페인중남미학전공
172061057,단국대(천안),다,유럽중남미학부-프랑스학전공
172061058,단국대(천안),가,아시아중동학부-베트남학전공
172061059,단국대(천안),가,글로벌한국어과
172062015,단국대(천안),가,약학과
172062016,단국대(천안),가,간호학과
172062017,단국대(천안),가,생명자원학부-동물자원학전공
172062019,단국대(천안),가,심리치료학과
172062021,단국대(천안),가,임상병리학과
172062022,단국대(천안),가,제약공학과
172062031,단국대(천안),나,물리치료학과
172062032,단국대(천안),나,생명과학부-미생물학전공
172062033,단국대(천안),가,생명과학부-생명과학전공
172062034,단국대(천안),나,생명자원학부-식량생명공학전공
172062035,단국대(천안),나,식품공학과
172062036,단국대(천안),나,식품영양학과
172062037,단국대(천안),나,신소재공학과
172062038,단국대(천안),나,치위생학과
172062039,단국대(천안),나,치의예과
172062040,단국대(천안),나,화학과
172062041,단국대(천안),나,환경원예조경학부-환경원예학전공
172062058,단국대(천안),다,환경원예조경학부-녹지조경학전공
172062059,단국대(천안),다,물리학과
172062061,단국대(천안),가,수학과
172062062,단국대(천안),다,에너지공학과
172062063,단국대(천안),다,의예과
172062064,단국대(천안),가,의생명공학부
172062065,단국대(천안),다,경영공학과
172071001,대전가톨릭대,가,신학과
172081014,백석대,가,경상학부
172081015,백석대,가,관광학부-관광경영·호텔경영
172081016,백석대,가,기독교학부
172081017,백석대,나,사회복지학부
172081018,백석대,나,어문학부
172081019,백석대,가,유아교육과
172081020,백석대,나,유아특수교육과
172081021,백석대,가,특수교육과
172081031,백석대,나,경찰학부
172081032,백석대,나,관광학부-항공서비스
172081033,백석대,나,관광학부-글로벌호텔비즈니스
172082022,백석대,나,간호학과
172082023,백석대,가,물리치료학과
172082024,백석대,가,안경광학과
172082025,백석대,가,응급구조학과
172082026,백석대,나,작업치료학과
172082027,백석대,가,치위생학과
172082028,백석대,가,첨단IT학부
172082033,백석대,나,컴퓨터공학부
172091019,상명대(천안),나,글로벌금융경영학부
172091020,상명대(천안),나,글로벌지역학부
172091021,상명대(천안),나,글로벌지역학부-한국언어문화
172092021,상명대(천안),나,그린스마트시티학과
172092022,상명대(천안),나,간호학과
172092023,상명대(천안),나,건설시스템공학과
172092024,상명대(천안),나,경영공학과
172092025,상명대(천안),나,그린화학공학과
172092026,상명대(천안),나,소프트웨어학과
172092027,상명대(천안),나,스마트정보통신공학과
172092028,상명대(천안),나,시스템반도체공학과
172092029,상명대(천안),나,식물식품공학과
172092030,상명대(천안),나,전자공학과
172092031,상명대(천안),나,정보보안공학과
172092033,상명대(천안),나,휴먼지능로봇공학과
172093005,상명대(천안),나,디자인학부-ARVR미디어디자인전공
172093006,상명대(천안),가,예술학부-사진영상미디어
172093007,상명대(천안),나,예술학부-문화예술경영전공
172093009,상명대(천안),나,예술학부-연극(이론)
172093011,상명대(천안),나,예술학부-영화영상(연출스태프)
172111006,선문대,나,행정공기업학과
172111007,선문대,다,IT경영학과
172111008,선문대,다,국어국문학과
172111009,선문대,다,국제경제통상학과
172111010,선문대,나,국제관계학과
172111011,선문대,다,글로벌관광학과
172111012,선문대,나,경영학과
172111013,선문대,다,외국어자율전공학부
172111014,선문대,다,글로벌한국학과
172111016,선문대,나,미디어커뮤니케이션학부
172111017,선문대,다,법경찰학과
172111018,선문대,나,사회복지학과
172111019,선문대,다,역사영상콘텐츠학부
172111020,선문대,나,상담산업심리학과
172112001,선문대,나,간호학과
172112002,선문대,나,물리치료학과
172112003,선문대,다,응급구조학과
172112004,선문대,다,치위생학과
172112005,선문대,나,AI소프트웨어학과
172112006,선문대,나,건설시스템안전공학과
172112020,선문대,다,제약생명공학과
172112021,선문대,나,건축학부
172112023,선문대,다,기계공학과
172112024,선문대,나,산업경영공학과
172112025,선문대,나,스마트자동차공학부
172112026,선문대,나,식품과학부
172112027,선문대,나,신소재공학과
172112028,선문대,다,전자공학과
172112029,선문대,다,컴퓨터공학부
172112030,선문대,다,환경생명화학공학과
172112031,선문대,다,디스플레이반도체공학과
172112032,선문대,나,수산생명의학과
172112033,선문대,다,정보통신공학과
172121001,순천향대,나,IT금융경영학과
172121002,순천향대,나,경찰행정학과
172121003,순천향대,다,관광경영학과
172121004,순천향대,나,국제통상학과
172121005,순천향대,나,유아교육과
172121006,순천향대,나,중국학과
172121007,순천향대,나,한국문화콘텐츠학과
172121008,순천향대,나,행정학과
172121029,순천향대,다,경영학과
172121030,순천향대,다,경제금융학과
172121031,순천향대,다,글로벌문화산업학과
172121032,순천향대,다,미디어커뮤니케이션학과
172121033,순천향대,다,법학과
172121034,순천향대,나,보건행정경영학과
172121035,순천향대,다,사회복지학과
172121036,순천향대,다,영미학과
172121037,순천향대,다,청소년교육상담학과
172121038,순천향대,다,특수교육과
172121039,순천향대,다,회계학과
172122009,순천향대,나,기계공학과
172122010,순천향대,다,나노화학공학과
172122011,순천향대,나,빅데이터공학과
172122012,순천향대,나,생명과학과
172122013,순천향대,나,에너지시스템학과
172122014,순천향대,나,의료생명공학과
172122015,순천향대,나,의용메카트로닉스공학과
172122016,순천향대,나,임상병리학과
172122017,순천향대,나,작업치료학과
172122018,순천향대,다,전자공학과
172122019,순천향대,나,정보보호학과
172122020,순천향대,다,정보통신공학과
172122021,순천향대,나,컴퓨터공학과
172122022,순천향대,다,화학과
172122023,순천향대,다,환경보건학과
172122040,순천향대,다,간호학과
172122041,순천향대,다,건축학과
172122042,순천향대,다,디스플레이신소재공학과
172122043,순천향대,다,사물인터넷학과
172122044,순천향대,다,스마트자동차학과
172122045,순천향대,다,식품영양학과
172122046,순천향대,다,에너지환경공학과
172122047,순천향대,다,의료IT공학과
172122048,순천향대,다,의약공학과
172122049,순천향대,다,의예과
172122050,순천향대,다,전기공학과
172122051,순천향대,다,전자정보공학과
172122052,순천향대,다,컴퓨터소프트웨어공학과
172131001,중부대,가,유아교육과(고양)
172131002,중부대,가,특수교육과-유아특수교육(고양)
172131003,중부대,가,특수교육과-중등특수교육(고양)
172131004,중부대,가,특수교육과-초등특수교육(고양)
172131005,중부대,나,경찰경호학부-경찰탐정수사학전공(충청)
172131007,중부대,가,글로벌비즈니스학부-경영학전공(고양)
172131008,중부대,나,글로벌비즈니스학부-국제통상학(고양)
172131009,중부대,가,경찰경호학부-경찰법학전공(충청)
172131012,중부대,다,문화콘텐츠학부-미디어커뮤니케이션학전공(고양)
172131014,중부대,나,보건복지학부-사회복지학전공(충청)
172131015,중부대,나,항공관광학부-항공경영물류학전공(충청)
172131016,중부대,가,항공관광학부-항공관광&카지노학전공(충청)
172131017,중부대,나,항공관광학부-호텔비즈니스전공(충청)
172131018,중부대,나,문화콘텐츠학부-문헌정보학전공(충청)
172131026,중부대,다,경찰경호학부-경찰경호학전공(충청)
172131030,중부대,다,보건행정학과(충청)
172131086,중부대,다,항공관광학부-항공서비스학전공(충청)
172131089,중부대,다,경찰경호학부-경찰행정학전공(충청)
172132009,중부대,다,애완동물학부-애완동물자원학전공·동물보건학전공(충청)
172132013,중부대,가,건축토목공학부-건축학전공(고양)
172132014,중부대,다,건축토목공학부-토목공학전공(고양)
172132015,중부대,가,물리치료학과(충청)
172132018,중부대,가,소프트웨어공학부-게임소프트웨어전공(고양)
172132019,중부대,나,소프트웨어공학부-정보보호학(고양)
172132020,중부대,다,소프트웨어공학부-스마트IT전공(고양)
172132033,중부대,다,간호학과(충청)
172132079,중부대,가,전기전자자동차공학부-전기전자공학(고양)
172132080,중부대,나,전기전자자동차공학부-자동차시스템공학전공(고양)
172133003,중부대,가,문화콘텐츠학부-사진영상(고양)
172133004,중부대,가,공연예술체육학부-엔터테인먼트(고양)
172133005,중부대,가,특수체육교육과(충청)
172133088,중부대,가,공연예술체육학부-뷰티케어(충청)
172133093,중부대,가,공연예술체육학부-골프학(충청)
172134001,중부대,다,자율전공설계학부(충청)
172141001,한국기술교대,다,산업경영학부
172141002,한국기술교대,가,고용서비스정책학과
172142002,한국기술교대,나,기계공학부
172142003,한국기술교대,나,디자인건축공학부-건축공학
172142004,한국기술교대,나,디자인건축공학부-디자인공학
172142005,한국기술교대,가,메카트로닉스공학부
172142006,한국기술교대,나,에너지신소재화학공학부
172142007,한국기술교대,가,전기전자통신공학부
172142008,한국기술교대,나,컴퓨터공학부
172151010,한서대,다,항공교통물류학과
172151011,한서대,다,호텔카지노관광학과
172151012,한서대,다,항공관광학과
172151013,한서대,다,공항행정학과
172151015,한서대,다,글로벌언어협력학과
172151019,한서대,다,공항행정학과
172152001,한서대,가,항공운항학과
172152002,한서대,가,헬리콥터조종학과
172152005,한서대,다,해양바이오수산생명의학과
172152024,한서대,다,간호학과
172152026,한서대,다,항공인프라시스템학과
172152029,한서대,다,물리치료학과
172152030,한서대,다,방사선학과
172152031,한서대,다,의료복지공학과
172152033,한서대,다,작업치료학과
172152035,한서대,다,치위생학과
172152036,한서대,다,피부미용화장품과학과
172152038,한서대,가,항공기계정비학과
172152041,한서대,다,항공소프트웨어공학과
172152042,한서대,다,바이오식품의과학과
172152043,한서대,다,항공신소재화공학과
172152045,한서대,다,항공전자공학과
172152048,한서대,다,항공융합학부-항공컴퓨터전공
172152052,한서대,다,항공산업공학과
172161012,호서대,나,미디어커뮤니케이션학과(천안)
172161013,호서대,가,경영학부(천안)
172161014,호서대,가,디지털기술경영학과(천안)
172161015,호서대,나,글로벌통상학과(천안)
172161016,호서대,가,법경찰행정학과(천안)
172161017,호서대,가,사회복지학부(천안)
172161018,호서대,가,산업심리학과(천안)
172161019,호서대,가,영어영문학과(천안)
172161020,호서대,가,중국학과(천안)
172161021,호서대,가,한국언어문화학과(천안)
172161022,호서대,가,유아교육과(천안)
172161023,호서대,나,청소년문화상담학과(천안)
172161024,호서대,가,항공서비스학과(아산)
172161049,호서대,나,기독교학과(천안)
172162008,호서대,가,식품공학과(아산)
172162009,호서대,가,게임소프트웨어학과(아산)
172162018,호서대,나,안전공학과(천안)
172162019,호서대,나,기계ICT공학과(천안)
172162020,호서대,가,환경공학과(아산)
172162021,호서대,가,전기공학과(아산)
172162022,호서대,가,시스템제어공학과(아산)
172162023,호서대,가,동물보건복지학과(아산)
172162025,호서대,가,정보통신공학부(아산)
172162026,호서대,가,간호학과(아산)
172162027,호서대,나,건축학과(아산)
172162029,호서대,가,빅데이터AI학과(아산)
172162030,호서대,가,기계자동차공학부(아산)
172162031,호서대,나,로봇공학과(당진)
172162032,호서대,가,물리치료학과(아산)
172162035,호서대,가,제약공학과(아산)
172162036,호서대,가,화장품생명공학부(아산)
172162037,호서대,가,식품영양학과(아산)
172162038,호서대,가,신소재공학과(당진)
172162039,호서대,가,안전소방학부(아산)
172162040,호서대,가,임상병리학과(아산)
172162041,호서대,가,자동차ICT공학과(당진)
172162044,호서대,가,전자융합공학부(아산)
172162045,호서대,나,전자재료공학과(아산)
172162046,호서대,가,컴퓨터공학부(아산)
172162047,호서대,가,화학공학과(아산)
172162050,호서대,가,건축토목공학부(아산)
172163007,호서대,가,문화영상학부(아산)
172171025,홍익대(세종),다,광고홍보학부
172171026,홍익대(세종),다,상경학부
172171027,홍익대(세종),다,세종캠퍼스자율전공(인문·예능)
172172028,홍익대(세종),다,건축공학부
172172029,홍익대(세종),다,게임학부-게임소프트웨어전공(공학계)
172172030,홍익대(세종),다,과학기술대학자율전공
172172031,홍익대(세종),다,기계정보공학과
172172032,홍익대(세종),다,바이오화학공학과
172172033,홍익대(세종),다,세종캠퍼스자율전공(자연·예능)
172172034,홍익대(세종),다,나노신소재학과
172172035,홍익대(세종),다,전자전기융합공학과
172172036,홍익대(세종),다,조선해양공학과
172172037,홍익대(세종),다,소프트웨어융합학과
173014001,공주교대,나,초등교육과
174011005,청운대,가,호텔관광경영학부
174011006,청운대,가,AI운영학과
174011007,청운대,가,공연기획경영학과
174011009,청운대,가,광고홍보학과(인천)
174011010,청운대,가,경영학과(인천)
174011011,청운대,가,미디어커뮤니케이션학과
174011012,청운대,가,방송영화영상학과
174011014,청운대,가,사회복지학과
174011021,청운대,가,호텔조리식당경영학과
174011022,청운대,가,무역학과(인천)
174012022,청운대,가,간호학과
174012023,청운대,가,건축공학과(인천)
174012024,청운대,가,멀티미디어학과(인천)
174012025,청운대,가,식품영양학과
174012029,청운대,가,전자공학과(인천)
174012030,청운대,가,컴퓨터공학과(인천)
174012031,청운대,가,토목환경공학과(인천)
174012032,청운대,가,화학공학과(인천)
174012033,청운대,가,설비소방학과(인천)
174013026,청운대,가,공간디자인학과
174013027,청운대,가,패션디자인학과
174014001,청운대,가,자율전공학부
181011004,군산대,다,행정경제학부-경제학
181011005,군산대,다,경영학과
181011006,군산대,다,국어국문학과
181011007,군산대,다,동아시아학부-일어일문학
181011008,군산대,다,동아시아학부-중어중문학
181011009,군산대,다,무역학과
181011010,군산대,다,국제물류학과
181011011,군산대,다,미디어문화학과
181011012,군산대,다,법학과
181011013,군산대,다,사회복지학과
181011014,군산대,다,역사철학부-역사
181011015,군산대,다,역사철학부-철학
181011016,군산대,다,영어영문학과
