ue_cd,대학명,군,모집단위
111011001,서울과학기술대,가,경영학과-경영학
111011002,서울과학기술대,가,경영학과-글로벌테크노경영
111011003,서울과학기술대,가,산업공학과-ITM(인문)
111011004,서울과학기술대,가,문예창작학과
111011005,서울과학기술대,가,영어영문학과
111011023,서울과학기술대,나,건축학부-건축학(인문)
111011024,서울과학기술대,나,산업공학과-산업정보시스템(인문)
111011025,서울과학기술대,나,행정학과
111012003,서울과학기술대,나,지능형반도체공학과
111012004,서울과학기술대,나,미래에너지융합학과
111012005,서울과학기술대,나,인공지능응용학과
111012006,서울과학기술대,가,건설시스템공학과
111012007,서울과학기술대,가,산업공학과-ITM(자연)
111012008,서울과학기술대,가,MSDE학과
111012009,서울과학기술대,가,기계시스템디자인공학과
111012010,서울과학기술대,가,신소재공학과
111012012,서울과학기술대,가,안경광학과
111012013,서울과학기술대,가,안전공학과
111012014,서울과학기술대,가,전기정보공학과
111012015,서울과학기술대,가,정밀화학과
111012016,서울과학기술대,가,컴퓨터공학과
111012017,서울과학기술대,가,환경공학과-환경공학전공
111012018,서울과학기술대,가,환경공학과-환경정책전공(자연)
111012027,서울과학기술대,나,건축학부-건축학(자연)
111012028,서울과학기술대,나,건축학부-건축공학
111012029,서울과학기술대,나,산업공학과-산업정보시스템(자연)
111012030,서울과학기술대,나,기계자동차공학과
111012031,서울과학기술대,나,식품공학과
111012032,서울과학기술대,나,전자IT미디어공학과
111012033,서울과학기술대,나,화공생명공학과
111013013,서울과학기술대,나,스포츠과학과
111013014,서울과학기술대,나,디자인학과-시각디자인
111013016,서울과학기술대,나,디자인학과-산업디자인
111021003,서울대,나,의류학과(인문)
111021004,서울대,나,간호대학(인문)
111021006,서울대,나,언론정보학과
111021007,서울대,나,경영대학
111021008,서울대,나,경제학부
111021009,서울대,나,국어교육과
111021010,서울대,나,농경제사회학부
111021011,서울대,나,사회교육과
111021012,서울대,나,사회복지학과
111021013,서울대,나,사회학과
111021014,서울대,나,소비자아동학부-소비자학
111021015,서울대,나,심리학과
111021016,서울대,나,역사교육과
111021017,서울대,나,영어교육과
111021018,서울대,나,윤리교육과
111021020,서울대,나,인문계열
111021021,서울대,나,정치외교학부
111021022,서울대,나,지리교육과
111021023,서울대,나,지리학과
111021113,서울대,나,소비자아동학부-아동가족학
111022023,서울대,나,약학계열
111022024,서울대,나,간호대학(자연)
111022025,서울대,나,건설환경공학부
111022026,서울대,나,건축학과
111022027,서울대,나,기계공학부
111022028,서울대,나,항공우주공학과
111022029,서울대,나,물리교육과
111022030,서울대,나,물리천문학부-물리학
111022031,서울대,나,물리천문학부-천문학
111022032,서울대,나,바이오시스템소재학부
111022033,서울대,나,산림과학부
111022034,서울대,나,산업공학과
111022035,서울대,나,생명과학부
111022036,서울대,나,생물교육과
111022037,서울대,나,수리과학부
111022038,서울대,나,수의예과
111022039,서울대,나,수학교육과
111022040,서울대,나,식물생산과학부
111022041,서울대,나,식품동물생명공학부
111022042,서울대,나,식품영양학과
111022044,서울대,나,원자핵공학과
111022045,서울대,나,응용생물화학부
111022046,서울대,나,의류학과(자연)
111022047,서울대,나,의예과
111022048,서울대,나,재료공학부
111022049,서울대,나,전기정보공학부
111022050,서울대,나,조경지역시스템공학부
111022051,서울대,나,조선해양공학과
111022052,서울대,나,지구과학교육과
111022053,서울대,나,지구환경과학부
111022054,서울대,나,치의학과(학석사통합과정)
111022055,서울대,나,컴퓨터공학부
111022056,서울대,나,화학교육과
111022057,서울대,나,화학부
111022058,서울대,나,화학생물공학부
111022059,서울대,나,통계학과
111024001,서울대,나,자유전공학부
111031014,서울시립대,나,경제학부
111031015,서울시립대,나,국사학과
111031016,서울시립대,나,국어국문학과
111031017,서울시립대,나,국제관계학과
111031018,서울시립대,나,도시사회학과
111031019,서울시립대,가,도시행정학과
111031020,서울시립대,나,사회복지학과
111031021,서울시립대,나,세무학과
111031022,서울시립대,나,영어영문학과
111031023,서울시립대,나,중국어문화학과
111031024,서울시립대,나,철학과
111031025,서울시립대,나,행정학과
111031044,서울시립대,나,경영학부
111031048,서울시립대,가,자유전공학부
111032024,서울시립대,가,인공지능학과
111032025,서울시립대,나,융합응용화학과
111032026,서울시립대,나,건축학부-건축학
111032027,서울시립대,나,건축학부-건축공학
111032028,서울시립대,나,공간정보공학과
111032029,서울시립대,나,교통공학과
111032030,서울시립대,나,기계정보공학과
111032031,서울시립대,나,도시공학과
111032032,서울시립대,나,물리학과
111032033,서울시립대,나,생명과학과
111032034,서울시립대,나,수학과
111032035,서울시립대,나,신소재공학과
111032036,서울시립대,나,전자전기컴퓨터공학부
111032037,서울시립대,나,조경학과
111032038,서울시립대,나,컴퓨터과학부
111032039,서울시립대,나,토목공학과
111032040,서울시립대,나,통계학과
111032041,서울시립대,나,화학공학과
111032042,서울시립대,나,환경공학부
111032043,서울시립대,나,환경원예학과
111043012,한국체대,가,스포츠청소년지도학과
112011001,KC대,나,신학과
112011004,KC대,다,G2빅데이터경영학과
112011005,KC대,다,사회복지학과
112011006,KC대,다,상담심리학과
112012004,KC대,다,간호학과
112012005,KC대,다,식품영양학과
112021002,가톨릭대,다,경영계열(부천)
112021004,가톨릭대,다,어문계열(부천)
112021005,가톨릭대,나,국제법정경계열(부천)
112021006,가톨릭대,가,사회과학계열(특수교육과제외)(부천)
112021007,가톨릭대,가,신학과(종로)
112021009,가톨릭대,가,인문계열(부천)
112021011,가톨릭대,가,특수교육과(부천)
112021013,가톨릭대,가,간호학과(인문)
112022011,가톨릭대,나,데이터사이언스학과(부천)
112022012,가톨릭대,가,약학과(부천)
112022014,가톨릭대,가,간호학과(자연)
112022015,가톨릭대,가,의예과
112022017,가톨릭대,다,바이오융합공학계열(부천)
112022018,가톨릭대,나,생활과학계열(부천)
112022019,가톨릭대,다,자연과학계열(부천)
112022020,가톨릭대,다,ICT공학계열(부천)
112022022,가톨릭대,가,의생명과학과(부천)
112022023,가톨릭대,가,인공지능학과(부천)
112022024,가톨릭대,가,자유전공학과(자연생활)
112031001,감리교신대,나,신학부
112041007,건국대,가,국제무역학과
112041008,건국대,가,글로벌비즈니스학과
112041009,건국대,가,기술경영학과
112041010,건국대,가,영어교육과
112041011,건국대,가,일어교육과
112041033,건국대,나,경영학과
112041034,건국대,나,경제학과
112041035,건국대,나,교육공학과
112041036,건국대,나,국어국문학과
112041037,건국대,나,문화콘텐츠학과
112041038,건국대,나,부동산학과
112041039,건국대,나,사학과
112041040,건국대,나,영어영문학과
112041041,건국대,나,융합인재학과
112041042,건국대,나,응용통계학과
112041043,건국대,나,의상디자인학과(인문)
112041044,건국대,나,정치외교학과
112041045,건국대,나,중어중문학과
112041046,건국대,나,철학과
112041047,건국대,나,행정학과
112041064,건국대,다,미디어커뮤니케이션학과
112041065,건국대,나,지리학과
112042012,건국대,가,건축학부
112042014,건국대,가,물리학과
112042015,건국대,나,산림조경학과
112042016,건국대,가,생물공학과
112042018,건국대,가,수의예과
112042019,건국대,가,수학교육과
112042020,건국대,나,식량자원과학과
112042021,건국대,나,식품유통공학과
112042024,건국대,나,축산식품생명공학과
112042025,건국대,가,컴퓨터공학부
112042048,건국대,나,동물자원과학과
112042050,건국대,나,산업공학과
112042051,건국대,나,생명과학특성학과
112042052,건국대,나,수학과
112042058,건국대,나,화학과
112042059,건국대,다,줄기세포재생공학과
112042060,건국대,나,환경보건과학과
112042066,건국대,다,미래에너지공학과
112042067,건국대,다,스마트ICT융합공학과
112042068,건국대,다,스마트운행체공학과
112042069,건국대,다,시스템생명공학과
112042070,건국대,다,융합생명공학과
112042071,건국대,다,의생명공학과
112042073,건국대,다,화장품공학과
112042075,건국대,가,전기전자공학부
112042076,건국대,가,화학공학부
112042077,건국대,나,사회환경공학부
112042078,건국대,가,기계항공공학부
112061009,경희대,가,빅데이터응용학과
112061010,경희대,가,Hospitality경영학부
112061011,경희대,가,간호학과(인문)
112061012,경희대,가,경영학과
112061013,경희대,가,경제학과
112061014,경희대,가,관광학부
112061015,경희대,가,국어국문학과
112061016,경희대,가,무역학과
112061017,경희대,가,사학과
112061018,경희대,가,사회학과
112061019,경희대,가,아동가족학과
112061020,경희대,가,미디어학과
112061021,경희대,가,영어영문학과
112061022,경희대,가,의상학과
112061023,경희대,가,자율전공학부
112061024,경희대,가,정치외교학과
112061025,경희대,가,주거환경학과
112061026,경희대,가,지리학과(인문)
112061027,경희대,가,철학과
112061028,경희대,나,한의예과(인문)
112061029,경희대,가,행정학과
112061030,경희대,가,회계세무학과
112061063,경희대,나,건축학과(인문)(용인)
112061064,경희대,나,국제학과(용인)
112061065,경희대,나,글로벌커뮤니케이션학부(용인)
112061066,경희대,나,러시아어학과(용인)
112061067,경희대,나,스페인어학과(용인)
112061068,경희대,나,일본어학과(용인)
112061069,경희대,나,중국어학과(용인)
112061070,경희대,나,프랑스어학과(용인)
112061071,경희대,나,한국어학과(용인)
112061094,경희대,가,응용영어통번역학과
112062029,경희대,나,인공지능학과(용인)
112062030,경희대,가,약학과
112062031,경희대,가,간호학과(자연)
112062032,경희대,가,물리학과
112062033,경희대,가,생물학과
112062034,경희대,가,수학과
112062035,경희대,가,식품영양학과
112062036,경희대,가,약과학과
112062037,경희대,나,의예과
112062038,경희대,가,정보디스플레이학과
112062039,경희대,가,지리학과(자연)
112062040,경희대,나,치의예과
112062041,경희대,가,한약학과
112062042,경희대,나,한의예과(자연)
112062043,경희대,가,화학과
112062072,경희대,나,건축공학과(용인)
112062073,경희대,나,건축학과(용인)
112062074,경희대,나,기계공학과(용인)
112062075,경희대,나,사회기반시스템공학과(용인)
112062076,경희대,나,산업경영공학과(용인)
112062077,경희대,나,생체의공학과(용인)
112062078,경희대,나,소프트웨어융합학과(용인)
112062079,경희대,나,식물환경신소재공학과(용인)
112062080,경희대,나,식품생명공학과(용인)
112062081,경희대,나,우주과학과(용인)
112062082,경희대,나,스마트팜과학과(용인)
112062083,경희대,나,원자력공학과(용인)
112062084,경희대,나,유전생명공학과(용인)
112062085,경희대,나,응용물리학과(용인)
112062086,경희대,나,응용수학과(용인)
112062087,경희대,나,응용화학과(용인)
112062088,경희대,나,전자공학과(용인)
112062089,경희대,나,정보전자신소재공학과(용인)
112062090,경희대,나,컴퓨터공학과(용인)
112062091,경희대,나,한방생명공학과(용인)
112062092,경희대,나,화학공학과(용인)
112062093,경희대,나,환경학및환경공학과(용인)
112063045,경희대,나,골프산업학과(용인)
112063047,경희대,나,디지털콘텐츠학과(용인)
112063049,경희대,나,산업디자인학과(용인)
112063051,경희대,나,스포츠의학과(용인)
112063052,경희대,나,스포츠지도학과(용인)
112063054,경희대,나,연극영화학과-연극뮤지컬연출(용인)
112063055,경희대,나,연극영화학과-영화연출및제작(용인)
112063057,경희대,나,의류디자인학과(용인)
112063059,경희대,나,체육학과(용인)
112063060,경희대,나,태권도학과(용인)
112063061,경희대,나,환경조경디자인학과(용인)
112071003,고려대,가,간호대학(인문)
112071004,고려대,가,경영대학
112071005,고려대,가,경제학과
112071006,고려대,가,교육학과
112071007,고려대,가,국어교육과
112071008,고려대,가,국어국문학과
112071010,고려대,가,노어노문학과
112071011,고려대,가,독어독문학과
112071012,고려대,가,미디어학부
112071013,고려대,가,보건정책관리학부
112071014,고려대,가,불어불문학과
112071015,고려대,가,사학과
112071016,고려대,가,사회학과
112071017,고려대,가,서어서문학과
112071018,고려대,가,식품자원경제학과
112071019,고려대,가,심리학부
112071020,고려대,가,언어학과
112071021,고려대,가,역사교육과
112071022,고려대,가,영어교육과
112071023,고려대,가,영어영문학과
112071024,고려대,가,일어일문학과
112071025,고려대,가,자유전공학부(인문)
112071026,고려대,가,정치외교학과
112071027,고려대,가,중어중문학과
112071028,고려대,가,지리교육과
112071029,고려대,가,철학과
112071030,고려대,가,컴퓨터학과(인문)
112071031,고려대,가,통계학과
112071032,고려대,가,한국사학과
112071033,고려대,가,한문학과
112071034,고려대,가,행정학과
112071035,고려대,가,국제학부
112072034,고려대,가,자유전공학부(자연)
112072035,고려대,가,가정교육과
112072036,고려대,가,간호대학(자연)
112072037,고려대,가,건축사회환경공학부
112072038,고려대,가,건축학과
112072039,고려대,가,기계공학부
112072040,고려대,가,물리학과
112072041,고려대,가,바이오시스템의과학부
112072042,고려대,가,바이오의공학부
112072043,고려대,가,보건환경융합과학부
112072044,고려대,가,사이버국방학과
112072045,고려대,가,산업경영공학부
112072046,고려대,가,생명공학부
112072047,고려대,가,생명과학부
112072048,고려대,가,수학과
112072049,고려대,가,수학교육과
112072050,고려대,가,식품공학과
112072051,고려대,가,신소재공학부
112072052,고려대,가,의과대학
112072053,고려대,가,전기전자공학부
112072054,고려대,가,지구환경과학과
112072055,고려대,가,컴퓨터학과(자연)
112072056,고려대,가,화공생명공학과
112072057,고려대,가,화학과
112072058,고려대,가,환경생태공학부
112072059,고려대,가,스마트보안학부
112072060,고려대,가,반도체공학과
112072061,고려대,가,융합에너지공학과
112072062,고려대,가,데이터과학과
112081009,광운대,나,경영학부
112081010,광운대,나,미디어커뮤니케이션학부
112081011,광운대,나,산업심리학과
112081013,광운대,다,국어국문학과
112081014,광운대,다,국제통상학부
112081015,광운대,다,국제학부
112081016,광운대,다,동북아문화산업학부
112081017,광운대,다,법학부
112081018,광운대,다,영어산업학과
112081019,광운대,다,행정학과
112082001,광운대,가,건축학과
112082002,광운대,가,로봇학부
112082003,광운대,가,소프트웨어학부
112082004,광운대,가,수학과
112082005,광운대,가,전기공학과
112082006,광운대,가,전자공학과
112082007,광운대,가,컴퓨터정보공학부
112082008,광운대,가,화학공학과
112082020,광운대,다,건축공학과
112082021,광운대,다,전자바이오물리학과
112082022,광운대,다,전자융합공학과
112082023,광운대,다,전자재료공학과
112082024,광운대,다,전자통신공학과
112082025,광운대,다,정보융합학부
112082026,광운대,다,화학과
112082027,광운대,다,환경공학과
112091017,국민대,다,AI빅데이터융합경영학과(인문)
112091018,국민대,가,경영정보학부(인문)
112091019,국민대,가,경영학부
112091021,국민대,가,교육학과
112091022,국민대,가,미디어광고학부-광고홍보학
112091023,국민대,가,미디어광고학부-미디어
112091038,국민대,나,경제학과
112091039,국민대,나,국제통상학과
112091040,국민대,나,사회학과
112091041,국민대,나,러시아유라시아학과
112091042,국민대,나,일본학과
112091043,국민대,나,정치외교학과
112091044,국민대,가,재무금융회계학부-재무금융
112091045,국민대,가,재무금융회계학부-회계학
112091046,국민대,나,행정학과
112091055,국민대,다,KMUInternationalBusinessschool
112091056,국민대,다,건축학부(인문)
112091057,국민대,다,법학부
112091058,국민대,다,영어영문학부
112091059,국민대,다,중국학부-중국어문
112091060,국민대,다,중국학부-중국정경
112091061,국민대,다,한국어문학부-국어국문학
112091062,국민대,다,한국역사학과
112091063,국민대,다,한국어문학부-글로벌한국어
112092021,국민대,다,AI빅데이터융합경영학과(자연)
112092022,국민대,나,미래모빌리티학과
112092023,국민대,가,인공지능학부
112092024,국민대,가,건설시스템공학부
112092027,국민대,가,바이오발효융합학과
112092028,국민대,가,식품영양학과
112092029,국민대,가,신소재공학부-기계금속재료
112092031,국민대,가,자동차공학과
112092032,국민대,가,전자공학부-전자시스템공학
112092033,국민대,가,정보보안암호수학과
112092047,국민대,나,기계공학부
112092049,국민대,나,소프트웨어학부
112092050,국민대,나,신소재공학부-전자화학재료
112092051,국민대,나,자동차IT융합학과
112092052,국민대,나,전자공학부-지능전자공학
112092053,국민대,나,전자공학부-지능형반도체융합전자공학
112092063,국민대,다,건축학부(자연)
112092064,국민대,다,나노전자물리학과
112092065,국민대,다,산림환경시스템학과
112092066,국민대,다,임산생명공학과
112092067,국민대,가,경영정보학부(자연)
112092068,국민대,가,응용화학부-나노소재
112092069,국민대,가,응용화학부-바이오의약
112093002,국민대,가,공간디자인학과(비실기)
112093009,국민대,가,영상디자인학과(비실기)
112101001,덕성여대,나,글로벌융합대학
112101011,덕성여대,나,유아교육과
112102001,덕성여대,가,과학기술대학
112102002,덕성여대,가,약학과
112111016,동국대,가,문화재학과
112111017,동국대,다,AI융합학부(인문)
112111018,동국대,가,경영정보학과
112111019,동국대,나,경영학과
112111020,동국대,나,경찰행정학부
112111021,동국대,나,광고홍보학과
112111022,동국대,가,교육학과
112111023,동국대,가,국어교육과
112111024,동국대,가,국제통상학과
112111025,동국대,나,법학과
112111026,동국대,가,사회복지학과
112111027,동국대,가,불교학부
112111028,동국대,가,식품산업관리학과
112111029,동국대,가,역사교육과
112111030,동국대,나,영어영문학부
112111031,동국대,가,정치행정학부-북한학
112111032,동국대,가,정치행정학부-행정학
112111033,동국대,가,지리교육과
112111034,동국대,나,회계학과
112111047,동국대,가,경제학과
112111048,동국대,가,국어국문문예창작학부
112111049,동국대,나,사학과
112111050,동국대,가,사회언론정보학부-미디어커뮤니케이션학
112111051,동국대,나,사회언론정보학부-사회학
112111052,동국대,나,일본학과
112111053,동국대,가,정치행정학부-정치외교학
112111054,동국대,가,중어중문학과
112111055,동국대,나,철학과
112112033,동국대,다,AI융합학부(자연)
112112034,동국대,가,약학과
112112035,동국대,가,가정교육과
112112036,동국대,나,건축공학부
112112037,동국대,가,기계로봇에너지공학과
112112038,동국대,가,멀티미디어공학과
112112039,동국대,가,수학교육과
112112040,동국대,가,전자전기공학부
112112041,동국대,나,컴퓨터정보통신공학부-컴퓨터공학
112112042,동국대,나,화공생물공학과
112112056,동국대,나,건설환경공학과
112112057,동국대,나,물리반도체과학부
112112058,동국대,가,바이오환경과학과(고양)
112112059,동국대,가,산업시스템공학과
112112060,동국대,가,생명과학과(고양)
112112061,동국대,나,수학과
112112062,동국대,나,식품생명공학과(고양)
112112063,동국대,가,융합에너지신소재공학과
112112064,동국대,나,의생명공학과(고양)
112112065,동국대,나,컴퓨터정보통신공학부-정보통신공학
112112066,동국대,가,통계학과
112112067,동국대,가,화학과
112113016,동국대,가,영화영상학과
112121044,동덕여대,나,국사학과
112121045,동덕여대,나,국어국문학과
112121046,동덕여대,나,유러피언스터디즈학과
112121047,동덕여대,나,문예창작과
112121048,동덕여대,나,영어과
112121049,동덕여대,나,일본어과
112121050,동덕여대,나,중어중국학과
112121066,동덕여대,다,경영학과
112121067,동덕여대,다,경제학과
112121068,동덕여대,다,국제경영학과
112121069,동덕여대,다,문헌정보학과
112121070,동덕여대,다,사회복지학과
112121072,동덕여대,다,아동학과
112121074,동덕여대,다,미래융합학부-글로벌MICE전공
112122049,동덕여대,다,미래융합학부-데이터사이언스전공
112122050,동덕여대,나,약학과
112122051,동덕여대,다,미래융합학부-HCI사이언스전공
112122052,동덕여대,나,보건관리학과
112122053,동덕여대,나,식품영양학과
112122054,동덕여대,나,화학화장품학부-응용화학전공
112122055,동덕여대,나,화학화장품학부-화장품학전공
112122074,동덕여대,다,정보통계학과
112122075,동덕여대,다,컴퓨터학과
112123001,동덕여대,다,미래융합학부-문화예술경영전공
112123002,동덕여대,다,미래융합학부-커뮤니케이션콘턴츠전공
112123073,동덕여대,다,큐레이터학과
112131002,명지대,나,건축학부-공간디자인(용인)
112131003,명지대,나,사회과학대학
112131005,명지대,나,어문학부
112131006,명지대,나,인문학부
112131007,명지대,다,경영대학
112131009,명지대,다,법학과
112131011,명지대,다,전공자유학부(인문)
112131012,명지대,다,융합전공학부(인문)
112132001,명지대,가,기계산업경영공학부(용인)
112132002,명지대,가,전기전자공학부(용인)
112132003,명지대,가,컴퓨터공학과(용인)
112132004,명지대,가,토목교통공학부(용인)
112132005,명지대,가,화공신소재환경공학부(용인)
112132010,명지대,다,융합소프트웨어학부
112132015,명지대,나,건축학부-건축·전통건축(용인)
112132017,명지대,나,자연과학대학(용인)
112132018,명지대,나,전공자유학부(자연)(용인)
112132024,명지대,가,융합공학부(용인)
112132025,명지대,가,정보통신공학과(용인)
112141004,삼육대,가,경영학과
112141005,삼육대,가,사회복지학과
112141006,삼육대,가,상담심리학과
112141007,삼육대,가,유아교육과
112141017,삼육대,다,영어영문학과
112141019,삼육대,가,글로벌한국학과
112141020,삼육대,가,항공관광외국어학부
112142008,삼육대,다,바이오융합학과
112142009,삼육대,다,약학과
112142010,삼육대,가,건축학과(5년제)
112142011,삼육대,가,동물자원과학과
112142012,삼육대,가,물리치료학과
112142013,삼육대,가,식품영양학과
112142014,삼육대,가,컴퓨터공학부
112142015,삼육대,가,화학생명과학과
112142019,삼육대,다,간호학과
112142020,삼육대,다,보건관리학과
112142021,삼육대,다,환경디자인원예학과
112142023,삼육대,가,인공지능융합학부
112142024,삼육대,가,건축학과(4년제)
112151009,상명대,나,국가안보학과
112151010,상명대,나,가족복지학과
112151011,상명대,나,경영학부
112151012,상명대,나,경제금융학부
112151013,상명대,나,공간환경학부
112151014,상명대,나,행정학부
112151015,상명대,나,글로벌경영학과
112151016,상명대,나,인문콘텐츠학부-문헌정보학전공
112151017,상명대,나,인문콘텐츠학부-역사콘텐츠전공
112151018,상명대,나,인문콘텐츠학부-지적재산권전공
112151019,상명대,나,SW융합학부-한일문화콘텐츠전공
112151033,상명대,다,교육학과
112151034,상명대,다,국어교육과
112151035,상명대,다,영어교육과
112152020,상명대,나,SW융합학부-게임전공
112152021,상명대,나,생명화학공학부-생명공학전공
112152022,상명대,나,외식의류학부-식품영양학전공
112152023,상명대,나,외식의류학부-의류학전공
112152024,상명대,나,SW융합학부-전기공학전공
112152025,상명대,나,휴먼지능정보공학전공
112152026,상명대,나,SW융합학부-컴퓨터과학전공
112152027,상명대,나,생명화학공학부-화공신소재전공
112152028,상명대,나,생명화학공학부-화학에너지공학전공
112152029,상명대,나,SW융합학부-지능IOT융합전공
112152036,상명대,다,수학교육과
112152037,상명대,나,지능데이터융합학부
112153032,상명대,나,SW융합학부-애니메이션전공
112161005,서강대,나,경영학부
112161006,서강대,나,경제학부
112161007,서강대,나,유럽문화전공
112161008,서강대,나,중국문화전공
112161009,서강대,나,사회과학부
112161010,서강대,나,영미문화계
112161011,서강대,나,인문계
112162013,서강대,나,기계공학전공
112162014,서강대,나,전자공학전공
112162015,서강대,나,컴퓨터공학전공
112162016,서강대,나,화공생명공학전공
112162017,서강대,나,물리학전공
112162018,서강대,나,생명과학전공
112162019,서강대,나,수학전공
112162020,서강대,나,화학전공
112164001,서강대,나,지식융합미디어학부
112171017,서경대,다,군사학과(여)
112171018,서경대,다,군사학과(남)
112171019,서경대,다,경영학부
112171021,서경대,다,글로벌비즈니스어학부
112171022,서경대,다,광고홍보콘텐츠학과
112171023,서경대,다,아동학과
112171024,서경대,다,공공인재학부-공공인재
112171025,서경대,다,공공인재학부-경찰행정
112172024,서경대,다,금융정보공학과
112172026,서경대,다,도시공학과
112172027,서경대,다,물류시스템공학과
112172028,서경대,다,전자공학과
112172029,서경대,다,컴퓨터공학과
112172030,서경대,다,소프트웨어학과
112172031,서경대,다,토목건축공학과
112172033,서경대,다,나노화학생명공학과
112173014,서경대,다,뷰티테라피&메이크업학과
112173018,서경대,다,헤어디자인학과
112181008,서울기독대,나,휴먼서비스-글로벌휴먼경영
112181009,서울기독대,나,휴먼서비스-사회복지
112181010,서울기독대,다,휴먼서비스-기독교신학
112191002,서울여대,나,아트앤디자인스쿨-첨단미디어디자인
112191003,서울여대,가,패션산업학과
112191004,서울여대,가,경영학과
112191005,서울여대,가,교육심리학과
112191006,서울여대,가,사회복지학과
112191007,서울여대,가,아동학과
112191008,서울여대,가,언론영상학부
112191009,서울여대,다,일어일문학과
112191017,서울여대,나,자율전공학부(인문사회)
112191019,서울여대,다,경제학과
112191020,서울여대,다,국어국문학과
112191021,서울여대,다,기독교학과
112191022,서울여대,다,독어독문학과
112191023,서울여대,다,문헌정보학과
112191024,서울여대,다,불어불문학과
112191025,서울여대,다,사학과
112191026,서울여대,다,영어영문학과
112191027,서울여대,다,중어중문학과
112191028,서울여대,다,행정학과
112192009,서울여대,가,데이터사이언스학과
112192010,서울여대,가,디지털미디어학과
112192011,서울여대,가,소프트웨어융합학과
112192012,서울여대,가,식품응용시스템학부
112192013,서울여대,가,정보보호학과
112192018,서울여대,나,자율전공학부(자연)
112192029,서울여대,다,수학과
112192030,서울여대,다,원예생명조경학과
112192031,서울여대,다,화학생명환경과학부
112201014,성공회대,나,인문융합자율학부
112201015,성공회대,나,미디어컨텐츠융합자율학부
112201016,성공회대,다,사회융합자율학부
112202017,성공회대,다,IT융합자율학부
112211001,성균관대,나,글로벌경영학
112211002,성균관대,가,글로벌경제학
112211003,성균관대,나,사회과학계열
112211014,성균관대,가,경영학
112211015,성균관대,가,교육학
112211016,성균관대,나,글로벌리더학
112211017,성균관대,가,영상학
112211018,성균관대,가,의상학
112211019,성균관대,가,인문과학계열
112211020,성균관대,가,한문교육
112212003,성균관대,가,약학(수원)
112212004,성균관대,나,공학계열(수원)
112212005,성균관대,가,글로벌바이오메디컬공학(수원)
112212006,성균관대,가,반도체시스템공학(수원)
112212007,성균관대,가,소프트웨어학(수원)
112212022,성균관대,가,수학교육(수원)
112212023,성균관대,가,의예(수원)
112212024,성균관대,나,자연과학계열(수원)
112212025,성균관대,가,전자전기공학부(수원)
112212026,성균관대,가,컴퓨터교육(수원)
112212027,성균관대,가,건설환경공학부(수원)
112212028,성균관대,가,건축학(5년제)
112214001,성균관대,가,글로벌융합학부
112221011,성신여대,가,간호학과(인문)
112221012,성신여대,가,경영학부
112221013,성신여대,가,경제학과
112221014,성신여대,가,교육학과
112221015,성신여대,가,국어국문학과
112221017,성신여대,가,독일어문문화학과
112221018,성신여대,가,문화예술경영학과
112221019,성신여대,가,미디어커뮤니케이션학과
112221020,성신여대,가,법학부
112221021,성신여대,가,사학과
112221022,성신여대,가,사회교육과
112221023,성신여대,가,사회복지학과
112221024,성신여대,가,소비자생활문화산업학과
112221025,성신여대,가,심리학과
112221026,성신여대,가,영어영문학과
112221027,성신여대,가,유아교육과
112221028,성신여대,가,윤리교육과
112221029,성신여대,가,일본어문문화학과
112221030,성신여대,가,정치외교학과
112221031,성신여대,가,중국어문문화학과
112221032,성신여대,가,지리학과
112221034,성신여대,가,프랑스어문문화학과
112221035,성신여대,가,한문교육과
112222030,성신여대,나,화학에너지융합학부
112222031,성신여대,나,수리통계데이터사이언스학부-통계·빅데이터사이언스
112222032,성신여대,나,AI융합학부
112222033,성신여대,나,수리통계데이터사이언스학부-수학·핀테크
112222034,성신여대,가,바이오헬스융합학부
112222035,성신여대,가,바이오신약의과학부
112222036,성신여대,가,간호학과(자연)
112222040,성신여대,가,의류산업학과
112222044,성신여대,나,바이오생명공학과
112222045,성신여대,나,바이오식품공학과
112222046,성신여대,나,서비스디자인공학과
112222048,성신여대,나,융합보안공학과
112222050,성신여대,나,청정융합에너지공학과
112222051,성신여대,나,컴퓨터공학과
112231035,세종대,나,경영학부
112231036,세종대,나,경제학과
112231037,세종대,나,교육학과
112231038,세종대,나,국어국문학과
112231039,세종대,나,국제학부
112231040,세종대,나,법학부
112231041,세종대,나,미디어커뮤니케이션학과
112231042,세종대,나,역사학과
112231044,세종대,나,행정학과
112231045,세종대,나,호텔관광외식경영학부
112232043,세종대,나,건축학과
112232044,세종대,나,인공지능학과
112232045,세종대,나,스마트생명산업융합학과
112232046,세종대,나,건설환경공학과
112232047,세종대,나,건축공학과
112232048,세종대,나,기계항공우주공학부
112232049,세종대,나,나노신소재공학과
112232050,세종대,나,데이터사이언스학과
112232051,세종대,나,물리천문학과
112232052,세종대,나,생명시스템학부
112232053,세종대,나,소프트웨어학과
112232054,세종대,나,수학통계학과
112232055,세종대,나,지구자원시스템공학과
112232056,세종대,나,양자원자력공학과
112232057,세종대,나,전자정보통신공학과
112232058,세종대,나,정보보호학과
112232059,세종대,나,지능기전공학부
112232060,세종대,나,창의소프트학부-디자인이노베이션
112232061,세종대,나,창의소프트학부-만화애니메이션텍
112232062,세종대,나,컴퓨터공학과
112232063,세종대,나,화학과
112232064,세종대,나,환경에너지공간융합학과
